Taxon,Domain,Supergroup,Phylum,Class,Order,Family,Genus,Species,Other names,Notes,Trophic strategy,Cell Cover,Shape,Spicule,Symmetry,Polarity,Colony,Motility,Chloroplast,Ingestion,Behavior,Mutualistic Host,Symbiotic,Symbiont location,Host Specialization,Symbiont Specialization,Prey Specialization,Mucilage,Chemical Signal,Nutrient Affinity,Oxygen Tolerance,Salinity,Temperature,Depth,Toxygenity,Benthic Phase,Cyst Spore,Sexual reproduction or division,Ploidy,Genome Size,Presence in other subeuphotic regions?,Presence in extreme environment?,Lab-based studies,Field-based studies,Sequencing,Gene expression,Genes of note,Notes on phylogenetic placement,Resources
Eukaryota;Stramenopiles;Ochrophyta;Chrysophyceae;Chrysophyceae_X;Chrysophyceae_Clade-F;Paraphysomonas,Eukaryota,Stramenopiles,Ochrophyta,Chrysophyceae,Chrysophyceae_X,Chrysophyceae_Clade-F,Paraphysomonas,NA,,"On WoRMS, Order: Chromulinales, Family: Paraphysomonadaceae",,,,,,,,,,,,,,,,,Bacteria and diatoms,,,,,,,,,,,,,,,,,,,,,"David A. Caron, et al. 2002. MOLECULAR PHYLOGENETIC ANALYSIS OF THE HETEROTROPHIC CHRYSOPHYTE GENUS PARAPHYSOMONAS (CHRYSOPHYCEAE), AND THE DESIGN OF rRNA-TARGETED OLIGONUCLEOTIDE PROBES FOR TWO SPECIES. https://doi.org/10.1046/j.1529-8817.1999.3540824.x",
Eukaryota;Stramenopiles;Ochrophyta;Chrysophyceae;Chrysophyceae_X;Chrysophyceae_Clade-F;Paraphysomonas;Paraphysomonas_imperforata;,Eukaryota,Stramenopiles,Ochrophyta,Chrysophyceae,Chrysophyceae_X,Chrysophyceae_Clade-F,Paraphysomonas,Paraphysomonas_imperforata,,"On WoRMS, Order: Chromulinales, Family: Paraphysomonadaceae",,Siliceous,Round,1,Bilateral,Heteropolar,None,Swimmer,0,Phagotrophic,Cruise_Feeder,,No,,,,"Pseudomonas, Porphyridium, Synchococcus, Vibrio, Chlorella, Isochrysis, Dunaliella, and Phaeodactylum",,,,,,,,,,0,,,,,,"Lim Ee Lin , Dennett Mark R. , Caron David A. , (1999), The ecology of Paraphysomonas imperforata based on studies employing oligonucleotide probe identification in coastal water samples and enrichment cultures, Limnology and Oceanography, 1, doi: 10.4319/lo.1999.44.1.0037.",,,,,,
Eukaryota;Stramenopiles;Ochrophyta;Chrysophyceae;Chrysophyceae_X;Chrysophyceae_Clade-F;Paraphysomonas;Paraphysomonas_sp.;,Eukaryota,Stramenopiles,Ochrophyta,Chrysophyceae,Chrysophyceae_X,Chrysophyceae_Clade-F,Paraphysomonas,Paraphysomonas_sp.,,"On WoRMS, Order: Chromulinales, Family: Paraphysomonadaceae",,,,,,,,,,,,,,,,,Bacteria,,,,,,,,,,,,,,,,,,,,,,
Eukaryota;Stramenopiles;Ochrophyta;Chrysophyceae;Chrysophyceae_X;Chrysophyceae_Clade-G;Chrysophyceae_Clade-G_X;Chrysophyceae_Clade-G_X_sp.;,Eukaryota,Stramenopiles,Ochrophyta,Chrysophyceae,Chrysophyceae_X,Chrysophyceae_Clade-G,Chrysophyceae_Clade-G_X,Chrysophyceae_Clade-G_X_sp.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eukaryota;Stramenopiles;Ochrophyta;Chrysophyceae;Chrysophyceae_X;Chrysophyceae_Clade-H;Chrysophyceae_Clade-H_X;Chrysophyceae_Clade-H_X_sp.;,Eukaryota,Stramenopiles,Ochrophyta,Chrysophyceae,Chrysophyceae_X,Chrysophyceae_Clade-H,Chrysophyceae_Clade-H_X,Chrysophyceae_Clade-H_X_sp.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eukaryota;Stramenopiles;Ochrophyta;Chrysophyceae;Chrysophyceae_X;Chrysophyceae_Clade-I;Chrysophyceae_Clade-I_X;Chrysophyceae_Clade-I_X_sp.;,Eukaryota,Stramenopiles,Ochrophyta,Chrysophyceae,Chrysophyceae_X,Chrysophyceae_Clade-I,Chrysophyceae_Clade-I_X,Chrysophyceae_Clade-I_X_sp.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eukaryota;Stramenopiles;Ochrophyta;Chrysophyceae;Chrysophyceae_X;Chrysophyceae_XX;Chrysophyceae_XXX;Chrysophyceae_XXX_sp.;,Eukaryota,Stramenopiles,Ochrophyta,Chrysophyceae,Chrysophyceae_X,Chrysophyceae_XX,Chrysophyceae_XXX,Chrysophyceae_XXX_sp.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eukaryota;Stramenopiles;Ochrophyta;Dictyochophyceae;Dictyochophyceae_X,Eukaryota,Stramenopiles,Ochrophyta,Dictyochophyceae,Dictyochophyceae_X,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eukaryota;Stramenopiles;Ochrophyta;Dictyochophyceae;Dictyochophyceae_X;Dictyochales,Eukaryota,Stramenopiles,Ochrophyta,Dictyochophyceae,Dictyochophyceae_X,Dictyochales,NA,NA,,"On WoRMS, Order: Dictyochales, Family: Dictyochaceae",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eukaryota;Stramenopiles;Ochrophyta;Dictyochophyceae;Dictyochophyceae_X;Dictyochales;Dictyocha,Eukaryota,Stramenopiles,Ochrophyta,Dictyochophyceae,Dictyochophyceae_X,Dictyochales,Dictyocha,NA,,"On WoRMS, Order: Dictyochales, Family: Dictyochaceae",,Siliceous,Round,1,Spherical,Heteropolar,None,Swimmer,1,No,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,
Eukaryota;Stramenopiles;Ochrophyta;Dictyochophyceae;Dictyochophyceae_X;Florenciellales,Eukaryota,Stramenopiles,Ochrophyta,Dictyochophyceae,Dictyochophyceae_X,Florenciellales,NA,NA,,"On WoRMS, Order: Florenciellales, Family: Florenciellales incertae sedis ( temporary name )",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eukaryota;Stramenopiles;Ochrophyta;Dictyochophyceae;Dictyochophyceae_X;Florenciellales;Florenciella,Eukaryota,Stramenopiles,Ochrophyta,Dictyochophyceae,Dictyochophyceae_X,Florenciellales,Florenciella,NA,,"On WoRMS, Order: Florenciellales, Family: Florenciellales incertae sedis ( temporary name )",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Qian Li, et al. 2020. Plasticity in the grazing ecophysiology of Florenciella (Dichtyochophyceae), a mixotrophic nanoflagellate that consumes Prochlorococcus and other bacteria. https://doi.org/10.1002/lno.11585",,,,,,
Eukaryota;Stramenopiles;Ochrophyta;Dictyochophyceae;Dictyochophyceae_X;Florenciellales;Florenciella;Florenciella_parvula;,Eukaryota,Stramenopiles,Ochrophyta,Dictyochophyceae,Dictyochophyceae_X,Florenciellales,Florenciella,Florenciella_parvula,,"On WoRMS, Order: Florenciellales, Family: Florenciellales incertae sedis ( temporary name )",Mixotrophic,Naked,Round,0,Bilateral,Heteropolar,None,Swimmer,1,Phagotrophic (sometimes),,,No,,,,"Prochlorococcus, Synechococcus, bacteria",,,,,,,,,,0,,,,,,,,,,,"Eikrem, W., Romari, K., Latasa, M., Gall, F. L., Throndsen, J., & Vaulot, D. (2004). Florenciella parvula gen. et sp. nov. (Dictyochophyceae, Heterokontophyta), a small flagellate isolated from the English Channel. Phycologia, 43(6), 658–668. https://doi.org/10.2216/i0031-8884-43-6-658.1",
Eukaryota;Stramenopiles;Ochrophyta;Dictyochophyceae;Dictyochophyceae_X;Florenciellales;Florenciellales_X;Florenciellales_X_sp.;,Eukaryota,Stramenopiles,Ochrophyta,Dictyochophyceae,Dictyochophyceae_X,Florenciellales,Florenciellales_X,Florenciellales_X_sp.,,"On WoRMS, Order: Florenciellales, Family: Florenciellales incertae sedis ( temporary name )",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eukaryota;Stramenopiles;Ochrophyta;Dictyochophyceae;Dictyochophyceae_X;Florenciellales;Pseudochattonella,Eukaryota,Stramenopiles,Ochrophyta,Dictyochophyceae,Dictyochophyceae_X,Florenciellales,Pseudochattonella,NA,,"On WoRMS, Order: Florenciellales, Family: Florenciellales incertae sedis ( temporary name )",,Naked,Amoeboid,0,Asymetrical,Heteropolar,None,Swimmer,1,No,,,No,,,,,,,,,,,,Ichthyotoxic,,,,,,,,,,"Riisberg, I. and Edvardsen, B. (2008) ‘Genetic variation in bloom-forming ichthyotoxic Pseudochattonella species (Dictyochophyceae, Heterokonta) using nuclear, mitochondrial and plastid DNA sequence data’, European Journal of Phycology, 43(4), pp. 413–422. doi: 10.1080/09670260802299602.",,,,
Eukaryota;Stramenopiles;Ochrophyta;Dictyochophyceae;Dictyochophyceae_X;Pedinellales,Eukaryota,Stramenopiles,Ochrophyta,Dictyochophyceae,Dictyochophyceae_X,Pedinellales,NA,NA,,"On WoRMS, Order: Pedinellales ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eukaryota;Stramenopiles;Ochrophyta;Dictyochophyceae;Dictyochophyceae_X;Pedinellales;Pedinellales_X;Pedinellales_X_sp.;,Eukaryota,Stramenopiles,Ochrophyta,Dictyochophyceae,Dictyochophyceae_X,Pedinellales,Pedinellales_X,Pedinellales_X_sp.,,"On WoRMS, Order: Pedinellales ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eukaryota;Stramenopiles;Ochrophyta;Dictyochophyceae;Dictyochophyceae_X;Rhizochromulinales,Eukaryota,Stramenopiles,Ochrophyta,Dictyochophyceae,Dictyochophyceae_X,Rhizochromulinales,NA,NA,,"On WoRMS, Order: Rhizochromulinales, Family: Rhizochromulinaceae",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eukaryota;Stramenopiles;Ochrophyta;Dictyochophyceae;Dictyochophyceae_X;Rhizochromulinales;Rhizochromulina,Eukaryota,Stramenopiles,Ochrophyta,Dictyochophyceae,Dictyochophyceae_X,Rhizochromulinales,Rhizochromulina,NA,,"On WoRMS, Order: Rhizochromulinales, Family: Rhizochromulinaceae",,Naked,Amoeboid,0,Asymetrical,Heteropolar,None,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eukaryota;Stramenopiles;Ochrophyta;Dictyochophyceae;Dictyochophyceae_X;Rhizochromulinales;Rhizochromulina;Rhizochromulina_sp.;,Eukaryota,Stramenopiles,Ochrophyta,Dictyochophyceae,Dictyochophyceae_X,Rhizochromulinales,Rhizochromulina,Rhizochromulina_sp.,,"On WoRMS, Order: Rhizochromulinales, Family: Rhizochromulinaceae",,Naked,Amoeboid,0,Asymetrical,Heteropolar,None,Swimmer,1,No,,,No,,,,,1,,,,,,,,,1,,,,,,,,,,,,
Eukaryota;Stramenopiles;Ochrophyta;Eustigmatophyceae;Eustigmatophyceae_X;Eustigmatophyceae_XX,Eukaryota,Stramenopiles,Ochrophyta,Eustigmatophyceae,Eustigmatophyceae_X,Eustigmatophyceae_XX,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eukaryota;Stramenopiles;Ochrophyta;Eustigmatophyceae;Eustigmatophyceae_X;Eustigmatophyceae_XX;Eustigmatophyceae_XXX;Eustigmatophyceae_XXX_sp.;,Eukaryota,Stramenopiles,Ochrophyta,Eustigmatophyceae,Eustigmatophyceae_X,Eustigmatophyceae_XX,Eustigmatophyceae_XXX,Eustigmatophyceae_XXX_sp.,,,,Naked,Round,0,Spherical,Isopolar,None,Swimmer,1,No,,,No,,,,,,,,,,,,,,0,,,,,,,,,,,,
Eukaryota;Stramenopiles;Ochrophyta;Eustigmatophyceae;Eustigmatophyceae_X;Eustigmatophyceae_XX;Nannochloropsis,Eukaryota,Stramenopiles,Ochrophyta,Eustigmatophyceae,Eustigmatophyceae_X,Eustigmatophyceae_XX,Nannochloropsis,NA,,"On WoRMS, Order: Eustigmatales, Family: Monodopsidaceae",,Naked,Round,0,Spherical,Isopolar,None,Swimmer,1,No,,,No,,,,,,,,,,,,,,0,,,,,,,,,,,,
Eukaryota;Stramenopiles;Ochrophyta;MOCH-2;MOCH-2_X;MOCH-2_XX;MOCH-2_XXX;MOCH-2_XXX_sp.;,Eukaryota,Stramenopiles,Ochrophyta,MOCH-2,MOCH-2_X,MOCH-2_XX,MOCH-2_XXX,MOCH-2_XXX_sp.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eukaryota;Stramenopiles;Ochrophyta;MOCH-4;MOCH-4_X;MOCH-4_XX;MOCH-4_XXX;MOCH-4_XXX_sp.;,Eukaryota,Stramenopiles,Ochrophyta,MOCH-4,MOCH-4_X,MOCH-4_XX,MOCH-4_XXX,MOCH-4_XXX_sp.,,,,Naked,Round,0,Bilateral,Heteropolar,None,Swimmer,1,No,,,No,,,,,,,,,,,,,,0,,,,,,,,,,,,
Eukaryota;Stramenopiles;Ochrophyta;MOCH-5;MOCH-5_X;MOCH-5_XX;MOCH-5_XXX;MOCH-5_XXX_sp.;,Eukaryota,Stramenopiles,Ochrophyta,MOCH-5,MOCH-5_X,MOCH-5_XX,MOCH-5_XXX,MOCH-5_XXX_sp.,,,,Naked,Round,0,Bilateral,Heteropolar,None,Swimmer,1,No,,,No,,,,,,,,,,,,,,0,,,,,,,,,,,,
Eukaryota;Stramenopiles;Ochrophyta;Pelagophyceae;Pelagomonadales,Eukaryota,Stramenopiles,Ochrophyta,Pelagophyceae,Pelagomonadales,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eukaryota;Stramenopiles;Ochrophyta;Pelagophyceae;Pelagomonadales;Pelagomonadaceae,Eukaryota,Stramenopiles,Ochrophyta,Pelagophyceae,Pelagomonadales,Pelagomonadaceae,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eukaryota;Stramenopiles;Ochrophyta;Pelagophyceae;Pelagomonadales;Pelagomonadaceae;Aureococcus;Aureococcus_anophagefferens;,Eukaryota,Stramenopiles,Ochrophyta,Pelagophyceae,Pelagomonadales,Pelagomonadaceae,Aureococcus,Aureococcus_anophagefferens,,causes harmful brown tide blooms,,Organic,Round,0,Bilateral,Heteropolar,None,Floater,1,No,,,No,,,,,,,,,,,,Fish_Mortality,,0,,,,"Popels, L.C., MacIntyre, H.L., Warner, M.E., Zhang, Y. and Hutchins, D.A. (2007), PHYSIOLOGICAL RESPONSES DURING DARK SURVIVAL AND RECOVERY IN AUREOCOCCUS ANOPHAGEFFERENS (PELAGOPHYCEAE)†. Journal of Phycology, 43: 32-42. https://doi.org/10.1111/j.1529-8817.2006.00303.x",,,,,,"Christopher J. Gobler, et al. 2011. Niche of harmful alga Aureococcus anophagefferens revealed through ecogenomics. https://doi.org/10.1073/pnas.1016106108",,
Eukaryota;Stramenopiles;Ochrophyta;Pelagophyceae;Pelagomonadales;Pelagomonadaceae;Pelagococcus;Pelagococcus_subviridis;,Eukaryota,Stramenopiles,Ochrophyta,Pelagophyceae,Pelagomonadales,Pelagomonadaceae,Pelagococcus,Pelagococcus_subviridis,,associated with brown tide,,Organic,Round,0,Bilateral,Heteropolar,Single or filamentous,Floater or Attatched,1,No,,,,,,,,,,,,30-35,13 C,,,,,,,,,,"Lewin, J., Norris, R.E., Jeffrey, S.W. and Pearson, B.E. (1977), AN ABERRANT CHRYSOPHYCEAN ALGA PELAGOCOCCUS SUBVIRIDIS GEN. NOV. ET SP. NOV. FROM THE NORTH PACIFIC OCEAN†‡. Journal of Phycology, 13: 259-266. https://doi.org/10.1111/j.1529-8817.1977.tb02925.x",,,,,,
Eukaryota;Stramenopiles;Ochrophyta;Pelagophyceae;Pelagomonadales;Pelagomonadaceae;Pelagomonadaceae_clade_C;Pelagomonadaceae_clade_C_sp.;,Eukaryota,Stramenopiles,Ochrophyta,Pelagophyceae,Pelagomonadales,Pelagomonadaceae,Pelagomonadaceae_clade_C,Pelagomonadaceae_clade_C_sp.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eukaryota;Stramenopiles;Ochrophyta;Pelagophyceae;Pelagomonadales;Pelagomonadaceae;Pelagomonas;Pelagomonas_calceolata;,Eukaryota,Stramenopiles,Ochrophyta,Pelagophyceae,Pelagomonadales,Pelagomonadaceae,Pelagomonas,Pelagomonas_calceolata,,associated with brown tide,,Organic,Round,0,Bilateral,Heteropolar,None,,1,,,,,,,,,,,,,,>10 C,,,,,,,,,,,,"Andersen, R.A., Saunders, G.W., Paskind, M.P. and Sexton, J.P. (1993), ULTRASTRUCTURE AND 18S RRNA GENE SEQUENCE FOR PELAGOMONAS CALCEOLATA GEN. ET SP. NOV. AND THE DESCRIPTION OF A NEW ALGAL CLASS, THE PELAGOPHYCEAE CLASSIS NOV.†. Journal of Phycology, 29: 701-715. https://doi.org/10.1111/j.0022-3646.1993.00701.x",,"Guérin, N., Ciccarella, M., Flamant, E. et al. Genomic adaptation of the picoeukaryote Pelagomonas calceolata to iron-poor oceans revealed by a chromosome-scale genome sequence. Commun Biol 5, 983 (2022). https://doi.org/10.1038/s42003-022-03939-z",,
Eukaryota;Stramenopiles;Ochrophyta;Pelagophyceae;Pelagomonadales;Pelagomonadales_clade_A;Pelagomonadales_clade_A1;Pelagomonadales_clade_A1_sp.;,Eukaryota,Stramenopiles,Ochrophyta,Pelagophyceae,Pelagomonadales,Pelagomonadales_clade_A,Pelagomonadales_clade_A1,Pelagomonadales_clade_A1_sp.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eukaryota;Stramenopiles;Ochrophyta;Pelagophyceae;Pelagomonadales;Pelagomonadales_clade_B,Eukaryota,Stramenopiles,Ochrophyta,Pelagophyceae,Pelagomonadales,Pelagomonadales_clade_B,NA,NA,,"On WoRMS, Family: Pelagomonadaceae",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eukaryota;Stramenopiles;Ochrophyta;Pelagophyceae;Sarcinochrysidales;Sarcinochrysidaceae,Eukaryota,Stramenopiles,Ochrophyta,Pelagophyceae,Sarcinochrysidales,Sarcinochrysidaceae,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eukaryota;Stramenopiles;Ochrophyta;Phaeophyceae;Phaeophyceae_X;Phaeophyceae_XX;Sargassum;Sargassum_thunbergii;,Eukaryota,Stramenopiles,Ochrophyta,Phaeophyceae,Phaeophyceae_X,Phaeophyceae_XX,Sargassum,Sargassum_thunbergii,,"On WoRMS, Subclass: Fucophycidae, Order: Fucales, Family: Sargassaceae",,Organic,NA,,,,,Swimmer,1,No,,,,,,,,,,,,,,,,,,,,,,,,,"Liu, F., Sun, X., Wang, W. et al. De novo transcriptome analysis-gained insights into physiological and metabolic characteristics of Sargassum thunbergii (Fucales, Phaeophyceae). J Appl Phycol 26, 1519–1526 (2014). https://doi.org/10.1007/s10811-013-0140-2",,,,
Eukaryota;Stramenopiles;Ochrophyta;Pinguiophyceae;Pinguiochrysidales;Pinguiochrysidaceae,Eukaryota,Stramenopiles,Ochrophyta,Pinguiophyceae,Pinguiochrysidales,Pinguiochrysidaceae,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eukaryota;Stramenopiles;Ochrophyta;Raphidophyceae;Raphidophyceae_X;Raphidophyceae_XX,Eukaryota,Stramenopiles,Ochrophyta,Raphidophyceae,Raphidophyceae_X,Raphidophyceae_XX,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eukaryota;Stramenopiles;Ochrophyta;Raphidophyceae;Raphidophyceae_X;Raphidophyceae_XX;Chattonella;Chattonella_subsalsa;,Eukaryota,Stramenopiles,Ochrophyta,Raphidophyceae,Raphidophyceae_X,Raphidophyceae_XX,Chattonella,Chattonella_subsalsa,,"On WoRMS, Order: Chattonellales, Family: Chattonellaceae",,Naked,Elongated,0,Bilateral,Heteropolar,None,Swimmer,1,No,,,,,,,,,,,,20-30 psu,20-30 C,,Fish mortality,,1,,,,,,"Yaohong Zhang, et al. 2006. Bottom-up controls on a mixed-species HAB assemblage: A comparison of sympatric Chattonella subsalsa and Heterosigma akashiwo (Raphidophyceae) isolates from the Delaware Inland Bays, USA, Harmful Algae, Volume 5, Issue 3, Pages 310-320, https://doi.org/10.1016/j.hal.2005.09.001. (https://www.sciencedirect.com/science/article/pii/S1568988305000880)","Ichiro Imai, Mineo Yamaguchi. 2012. Life cycle, physiology, ecology and red tide occurrences of the fish-killing raphidophyte Chattonella, Harmful Algae, Volume 14, Pages 46-70, https://doi.org/10.1016/j.hal.2011.10.014. (https://www.sciencedirect.com/science/article/pii/S1568988311001429)",,,,,
Eukaryota;Stramenopiles;Ochrophyta;Raphidophyceae;Raphidophyceae_X;Raphidophyceae_XX;Fibrocapsa;Fibrocapsa_japonica;,Eukaryota,Stramenopiles,Ochrophyta,Raphidophyceae,Raphidophyceae_X,Raphidophyceae_XX,Fibrocapsa,Fibrocapsa_japonica,,"On WoRMS, Order: Chattonellales, Family: Vacuolariaceae. Eaten by dinoflagellates",,Naked,Elongated,0,Bilateral,Heteropolar,None,Swimmer,1,No,,,,,,,Cyanobacteria,,,,,25-42 psu,20-26 C,,Ichthyotoxic,,,,,,,,"Emellina Cucchiari, et al. Effect of salinity, temperature, organic and inorganic nutrients on growth of cultured Fibrocapsa japonica (Raphidophyceae) from the northern Adriatic Sea, Harmful Algae, Volume 7, Issue 4, 2008, Pages 405-414, https://doi.org/10.1016/j.hal.2007.09.002. (https://www.sciencedirect.com/science/article/pii/S1568988307001291)",,,,"Guidi-Rontani, Chantal, Uma Maheswari, Kamel Jabbari, and Chris Bowler. “Comparative Ecophysiology and Genomics of the Toxic Unicellular Alga Fibrocapsa Japonica.” The New Phytologist 185, no. 2 (2010): 446–58. http://www.jstor.org/stable/25609627.",,
Eukaryota;Stramenopiles;Ochrophyta;Raphidophyceae;Raphidophyceae_X;Raphidophyceae_XX;Heterosigma;Heterosigma_akashiwo;,Eukaryota,Stramenopiles,Ochrophyta,Raphidophyceae,Raphidophyceae_X,Raphidophyceae_XX,Heterosigma,Heterosigma_akashiwo,,"On WoRMS, Order: Chattonellales, Family: Chattonellaceae. Eaten by dinoflagellates. Causes red tide, kills fish",,Naked,Elongated,0,Bilateral,Heteropolar,None,Swimmer,1,No,,,No,,,,Cyanobacteria,,,,,20-35 psu,15-25 C,25_60,Yes. Fish mortality and shellfish damage,,1,,,,,,"Rosa Martínez, Emma Orive, Aitor Laza-Martínez, Sergio Seoane, Growth response of six strains of Heterosigma akashiwo to varying temperature, salinity and irradiance conditions, Journal of Plankton Research, Volume 32, Issue 4, April 2010, Pages 529–538, https://doi.org/10.1093/plankt/fbp135",,,,,,"Yasuhiro Yamasaki, et al. 2007. Allelopathic interactions between the bacillariophyte Skeletonema costatum and the raphidophyte Heterosigma akashiwo. Marine Ecology Progress Series"
Eukaryota;Stramenopiles;Ochrophyta;Synurophyceae;Synurales;Synurales_X,Eukaryota,Stramenopiles,Ochrophyta,Synurophyceae,Synurales,Synurales_X,NA,NA,,"On WoRMS, Class: Chrysophyceae",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eukaryota;Stramenopiles;Ochrophyta;Synurophyceae;Synurales;Synurales_X;Mallomonas,Eukaryota,Stramenopiles,Ochrophyta,Synurophyceae,Synurales,Synurales_X,Mallomonas,NA,,"On WoRMS, Class: Chrysophyceae, Order: Synurales, Family: Mallomonadaceae",,Siliceous,,0,,Heteropolar,,,1,,,,,,,,,,,,,Freshwater,,,,,,,,,,,,,,,,,"Siver, P.A. (1991). Introduction to the Genus Mallomonas. In: The Biology of Mallomonas. Developments in Hydrobiology, vol 63. Springer, Dordrecht. https://doi.org/10.1007/978-94-011-3376-0_1"
Eukaryota;Stramenopiles;Ochrophyta;Synurophyceae;Synurales;Synurales_X;Synura;Synura_petersenii;,Eukaryota,Stramenopiles,Ochrophyta,Synurophyceae,Synurales,Synurales_X,Synura,Synura_petersenii,,"On WoRMS, Class: Chrysophyceae, Order: Synurales, Family: Mallomonadaceae",,Siliceous,,,,Heteropolar,Colonial,,1,,,,,,,,,,,,,Freshwater,,,,,,,,,,,,,,,,"Jo, B. Y. et al. (2016) ‘Multigene phylogeny of Synura (Synurophyceae) and descriptions of four new species based on morphological and DNA evidence’, European Journal of Phycology, 51(4), pp. 413–430. doi: 10.1080/09670262.2016.1201700.",
Eukaryota;Stramenopiles;Ochrophyta;Xanthophyceae;Xanthophyceae_X;Xanthophyceae_XX,Eukaryota,Stramenopiles,Ochrophyta,Xanthophyceae,Xanthophyceae_X,Xanthophyceae_XX,NA,NA,Synonymised name: Heterochlorida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eukaryota;Stramenopiles;Ochrophyta;Xanthophyceae;Xanthophyceae_X;Xanthophyceae_XX;Heterococcus,Eukaryota,Stramenopiles,Ochrophyta,Xanthophyceae,Xanthophyceae_X,Xanthophyceae_XX,Heterococcus,NA,,"On WoRMS, Order: Tribonematales, Family: Heterococcaceae, Genus: Heterococcus. Microalgae common in cold soils",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Rybalka, N., Wolf, M., Andersen, R.A. et al. Congruence of chloroplast- and nuclear-encoded DNA sequence variations used to assess species boundaries in the soil microalga Heterococcus(Stramenopiles, Xanthophyceae). BMC Evol Biol 13, 39 (2013). https://doi.org/10.1186/1471-2148-13-39",,,,
Eukaryota;Stramenopiles;Opalozoa,Eukaryota,Stramenopiles,Opalozoa,NA,NA,NA,NA,NA,,"On WoRMS, Phylum: Bigyra, Subphylum: Opalozoa",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eukaryota;Stramenopiles;Opalozoa;Bicoecea,Eukaryota,Stramenopiles,Opalozoa,Bicoecea,NA,NA,NA,NA,,"On WoRMS, Phylum: Bigyra, Subphylum: Bicosoecia, Class: Bicoecea",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eukaryota;Stramenopiles;Opalozoa;Bicoecea;Anoecales,Eukaryota,Stramenopiles,Opalozoa,Bicoecea,Anoecales,NA,NA,NA,,Not found. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eukaryota;Stramenopiles;Opalozoa;Bicoecea;Anoecales;Anoecaceae;Anoeca;Anoeca_atlantica;,Eukaryota,Stramenopiles,Opalozoa,Bicoecea,Anoecales,Anoecaceae,Anoeca,Anoeca_atlantica,,"On WoRMS, Phylum: Bigyra, Subphylum: Bicosoecophytina, Class: Bicosoecophyceae, Subclass: Bicosoecophycidae, Order: Caecitellales, Family: Cafeteriaceae",,Naked,,0,Bilateral,Heteropolar,None,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cavalier-Smith, T., Chao, E.EY. Phylogeny and Megasystematics of Phagotrophic Heterokonts (Kingdom Chromista). J Mol Evol 62, 388–420 (2006). https://doi.org/10.1007/s00239-004-0353-8",
